survey;station;species;sequence;length;weight;sex;maturity;gonadweight;stomachfullness;stomachweight;otolith;bdep;lon;lat
2013003;153;SERCE07;1;26;296;X;0;0;X;0;0;40;37,32016667;21,00333333
2013003;154;CARCS13;1;33;448;X;0;0;X;0;0;35;37,30216667;21,00316667
2013003;160;ACAAC28;19;40;733;X;0;0;X;0;0;17;37,32516667;21,0035
2013003;160;ACAAC28;18;38;615;X;0;0;X;0;0;17;37,32516667;21,0035
2013003;160;ACAAC28;17;36;682;X;0;0;X;0;0;17;37,32516667;21,0035
2013003;160;ACAAC28;16;35;573;X;0;0;X;0;0;17;37,32516667;21,0035
2013003;160;ACAAC28;15;34;550;X;0;0;X;0;0;17;37,32516667;21,0035
2013003;160;ACAAC28;14;34;520;X;0;0;X;0;0;17;37,32516667;21,0035
2013003;160;ACAAC28;13;41;768;X;0;0;X;0;0;17;37,32516667;21,0035
2013003;160;ACAAC28;12;39;628;X;0;0;X;0;0;17;37,32516667;21,0035
2013003;160;ACAAC28;11;39;726;X;0;0;X;0;0;17;37,32516667;21,0035
2013003;160;ACAAC28;10;41;842;X;0;0;X;0;0;17;37,32516667;21,0035
2013003;160;ACAAC28;9;40;675;X;0;0;X;0;0;17;37,32516667;21,0035
2013003;160;ACAAC28;8;36;491;X;0;0;X;0;0;17;37,32516667;21,0035
2013003;160;ACAAC28;7;38;625;X;0;0;X;0;0;17;37,32516667;21,0035
2013003;160;ACAAC28;5;37;678;X;0;0;X;0;0;17;37,32516667;21,0035
2013003;160;ACAAC28;4;41;749;X;0;0;X;0;0;17;37,32516667;21,0035
2013003;160;ACAAC28;3;38;780;X;0;0;X;0;0;17;37,32516667;21,0035
2013003;160;ACAAC28;2;37;700;X;0;0;X;0;0;17;37,32516667;21,0035
2013003;160;ACAAC28;1;39;655;X;0;0;X;0;0;17;37,32516667;21,0035
2013003;160;ACAAC28;6;38;731;X;0;0;X;0;0;17;37,32516667;21,0035
2013003;160;ACAAC28;27;40;783;X;0;0;X;0;0;17;37,32516667;21,0035
2013003;160;ACAAC28;26;37;648;X;0;0;X;0;0;17;37,32516667;21,0035
2013003;160;ACAAC28;25;36;642;X;0;0;X;0;0;17;37,32516667;21,0035
2013003;160;ACAAC28;24;38;592;X;0;0;X;0;0;17;37,32516667;21,0035
2013003;160;ACAAC28;23;38;727;X;0;0;X;0;0;17;37,32516667;21,0035
2013003;160;ACAAC28;22;36;517;X;0;0;X;0;0;17;37,32516667;21,0035
2013003;160;ACAAC28;21;37;605;X;0;0;X;0;0;17;37,32516667;21,0035
2013003;160;ACAAC28;20;38;652;X;0;0;X;0;0;17;37,32516667;21,0035
2013003;160;LUTLU04;2;35;720;M;1;3;4;34;17;17;37,32516667;21,0035
2013003;160;LUTLU04;1;35;690;M;1;0,5;4;51;16;17;37,32516667;21,0035
2013003;161;LETLE05;1;49;1280;X;0;0;X;0;0;24;37,32066667;21,00566667
2013003;161;LETLE05;2;42;830;X;0;0;X;0;0;24;37,32066667;21,00566667
2013003;166;HOLAD02;2;34;580;X;0;0;X;0;0;19;37,32016667;21,00283333
2013003;166;HOLAD02;1;57;814;X;0;0;X;0;0;19;37,32016667;21,00283333
2013003;166;LUTLU06;1;36;662;F;1;1;E;6;15;19;37,32016667;21,00283333
2013003;168;CARCS13;4;27;225;X;0;0;X;0;0;17;37,08366667;21,37933333
2013003;168;CARCS13;3;28;289;X;0;0;X;0;0;17;37,08366667;21,37933333
2013003;168;CARCS13;2;28;266;X;0;0;X;0;0;17;37,08366667;21,37933333
2013003;168;CARCS13;1;28;276;X;0;0;X;0;0;17;37,08366667;21,37933333
2013003;168;HOLAD04;1;42;430;X;0;0;X;0;0;17;37,08366667;21,37933333
2013003;168;HOLMY02;1;18;85;X;0;0;X;0;0;17;37,08366667;21,37933333
2013003;168;HOLMY02;3;12;31;X;0;0;X;0;0;17;37,08366667;21,37933333
2013003;168;HOLMY02;2;14;52;X;0;0;X;0;0;17;37,08366667;21,37933333
2013003;168;SERCE09;1;26;206;X;0;0;X;0;0;17;37,08366667;21,37933333
2013003;169;ALBAL01;1;47;970;X;0;0;X;0;0;36;36,8905;21,76583333
2013003;169;CARCA04;1;54;1800;X;0;0;X;0;0;36;36,8905;21,76583333
2013003;169;CARCS04;6;54;1890;X;0;0;X;0;0;36;36,8905;21,76583333
2013003;169;CARCS04;5;49;1390;X;0;0;X;0;0;36;36,8905;21,76583333
2013003;169;CARCS04;4;55;2310;X;0;0;X;0;0;36;36,8905;21,76583333
2013003;169;CARCS04;3;58;2620;X;0;0;X;0;0;36;36,8905;21,76583333
2013003;169;CARCS04;2;61;3080;X;0;0;X;0;0;36;36,8905;21,76583333
2013003;169;CARCS04;1;44;2080;X;0;0;X;0;0;36;36,8905;21,76583333
2013003;169;CARCS04;7;52;2030;X;0;0;X;0;0;36;36,8905;21,76583333
2013003;169;CARCS04;8;58;2580;X;0;0;X;0;0;36;36,8905;21,76583333
2013003;169;CARCS04;9;59;2830;X;0;0;X;0;0;36;36,8905;21,76583333
2013003;169;CARCS04;10;57;2280;X;0;0;X;0;0;36;36,8905;21,76583333
2013003;169;CARCS04;11;52;1590;X;0;0;X;0;0;36;36,8905;21,76583333
2013003;169;SCMGY01;1;110;14320;X;0;0;X;0;0;36;36,8905;21,76583333
2013003;169;SCMGY01;5;76;4500;X;0;0;X;0;0;36;36,8905;21,76583333
2013003;169;SCMGY01;4;89;7090;X;0;0;X;0;0;36;36,8905;21,76583333
2013003;169;SCMGY01;2;97;9280;X;0;0;X;0;0;36;36,8905;21,76583333
2013003;169;SEREP12;1;84;12630;X;0;0;X;0;0;36;36,8905;21,76583333
2013003;170;LUTLU06;1;49;1528;F;1;2;E;22;18;50;36,9305;21,76883333
2013003;174;LETLE13;1;42;1153;F;3;2;4;48;19;60;36,93266667;21,775
2013003;175;SIGSI23;1;27;292;X;0;0;X;0;0;21;36,9305;21,77633333
2013003;175;SIGSI23;2;25;219;X;0;0;X;0;0;21;36,9305;21,77633333
2013003;181;HOLAD02;1;43;1265;X;0;0;X;0;0;25;36,888;21,7925
2013003;182;LUTLU06;1;55;2490;F;3;10;2;42;20;40;36,97716667;21,505
2013003;182;LUTLU06;2;64;3940;F;3;20;E;71;21;40;36,97716667;21,505
2013003;182;SCMEU02;1;34;580;X;0;0;X;0;0;40;36,97716667;21,505
2013003;182;SCMEU02;3;35;560;X;0;0;X;0;0;40;36,97716667;21,505
2013003;182;SCMEU02;2;36;620;X;0;0;X;0;0;40;36,97716667;21,505
2013003;182;SCMGY01;1;91;7850;X;0;0;X;0;0;40;36,97716667;21,505
2013003;182;SCMSM02;1;104;6530;X;0;0;X;0;0;40;36,97716667;21,505
2013003;183;ALBAL01;1;51;1120;X;0;0;X;0;0;2;36,63516667;21,50266667
2013003;183;GERGE02;1;19;77;X;0;0;X;0;0;2;36,63516667;21,50266667
2013003;183;GERGE02;2;18;70;X;0;0;X;0;0;2;36,63516667;21,50266667
2013003;183;LETAA00;1;24;220;X;0;0;X;0;0;2;36,63516667;21,50266667
2013003;183;LETLE95;1;24;201;X;0;0;X;0;0;2;36,63516667;21,50266667
2013003;183;LUTLU50;1;24,5;200;X;0;0;X;0;0;2;36,63516667;21,50266667
2013003;183;LUTLU57;1;28;270;X;0;0;X;0;0;2;36,63516667;21,50266667
2013003;183;MUGVA02;1;31;350;X;0;0;X;0;0;2;36,63516667;21,50266667
2013003;183;MULMO01;1;25;176;X;0;0;X;0;0;2;36,63516667;21,50266667
2013003;187;SEREP12;1;76;7430;X;0;0;X;0;0;33;36,9905;21,5535
2013003;191;LETLE02;1;42;1140;F;5;17;4;27;25;40;36,9975;21,56
2013003;191;SPAAR01;1;23;241;X;0;0;X;0;0;40;36,9975;21,56
2013003;192;LETLE02;1;34;510;M;6;2;E;3;26;42;36,99933333;21,55583333
2013003;193;EPHPL03;1;39;1784;X;0;0;X;0;0;45;36,99933333;21,5495
2013003;193;LETLE02;3;37;820;F;6;5;E;5;24;45;36,99933333;21,5495
2013003;193;LETLE02;2;41;1140;F;2;2;2;15;23;45;36,99933333;21,5495
2013003;193;LETLE02;1;41;1050;F;1;2;4;44;22;45;36,99933333;21,5495
2013003;193;SPAAR01;1;47;1700;X;0;0;X;0;0;45;36,99933333;21,5495
2013003;195;CARCS04;1;73;5266;X;0;0;X;0;0;40;37,2275;21,21133333
2013003;195;KYPKY03;1;43;1270;X;0;0;X;0;0;40;37,2275;21,21133333
2013003;195;SCMGY01;1;80;4930;X;0;0;X;0;0;40;37,2275;21,21133333
2013003;196;CARCS13;1;27;236;X;0;0;X;0;0;8;37,225;21,223
2013003;196;LUTLU50;1;24;207;X;0;0;X;0;0;8;37,225;21,223
2013003;196;LUTLU50;3;22;166;X;0;0;X;0;0;8;37,225;21,223
2013003;196;LUTLU50;2;23;184;X;0;0;X;0;0;8;37,225;21,223
2013003;196;SCMGR02;1;50;1030;X;0;0;X;0;0;8;37,225;21,223
2013003;196;SCMGR02;3;47;780;X;0;0;X;0;0;8;37,225;21,223
2013003;196;SCMGR02;2;46;840;X;0;0;X;0;0;8;37,225;21,223
2013003;196;SPHSP20;1;57;720;X;0;0;X;0;0;8;37,225;21,223
2013003;197;LETLE13;1;42;1100;X;0;0;X;0;0;60;37,21766667;21,22
2013003;202;ARDAR03;1;60;1750;X;0;0;X;0;0;25;37,19366667;20,95666667
2013003;202;SCMGR02;1;65;3610;X;0;0;X;0;0;25;37,19366667;20,95666667
2013003;202;SCMSM02;6;74;2670;X;0;0;X;0;0;25;37,19366667;20,95666667
2013003;202;SCMSM02;5;84;3260;X;0;0;X;0;0;25;37,19366667;20,95666667
2013003;202;SCMSM02;4;90;4560;X;0;0;X;0;0;25;37,19366667;20,95666667
2013003;202;SCMSM02;2;83;3100;X;0;0;X;0;0;25;37,19366667;20,95666667
2013003;202;SCMSM02;1;85;3900;X;0;0;X;0;0;25;37,19366667;20,95666667
2013003;202;SCMSM02;3;94;4050;X;0;0;X;0;0;25;37,19366667;20,95666667
2013003;202;SEREP07;1;99;16360;X;0;0;X;0;0;25;37,19366667;20,95666667
2013003;203;BELTY01;1;68;610;X;0;0;X;0;0;1;37,18683333;20,94566667
2013003;203;BELTY03;2;65;560;X;0;0;X;0;0;1;37,18683333;20,94566667
2013003;203;BELTY03;1;79;850;X;0;0;X;0;0;1;37,18683333;20,94566667
2013003;203;CARCS04;1;38;674;X;0;0;X;0;0;1;37,18683333;20,94566667
2013003;203;CARSC04;6;32;202;X;0;0;X;0;0;1;37,18683333;20,94566667
2013003;203;CARSC04;1;37;281;X;0;0;X;0;0;1;37,18683333;20,94566667
2013003;203;CARSC04;2;32;146;X;0;0;X;0;0;1;37,18683333;20,94566667
2013003;203;CARSC04;3;34;215;X;0;0;X;0;0;1;37,18683333;20,94566667
2013003;203;CARSC04;4;40;330;X;0;0;X;0;0;1;37,18683333;20,94566667
2013003;203;CARSC04;5;39;374;X;0;0;X;0;0;1;37,18683333;20,94566667
2013003;203;CARSC04;7;33;221;X;0;0;X;0;0;1;37,18683333;20,94566667
2013003;203;CARSC04;8;33;225;X;0;0;X;0;0;1;37,18683333;20,94566667
2013003;203;ECNEC01;1;69;1050;X;0;0;X;0;0;1;37,18683333;20,94566667
2013003;203;ECNEC01;2;43;270;X;0;0;X;0;0;1;37,18683333;20,94566667
2013003;203;LUTLU50;1;17;76;X;0;0;X;0;0;1;37,18683333;20,94566667
2013003;203;MUGVA02;3;32;367;X;0;0;X;0;0;1;37,18683333;20,94566667
2013003;203;MUGVA02;2;29;295;X;0;0;X;0;0;1;37,18683333;20,94566667
2013003;203;MUGVA02;1;31;349;X;0;0;X;0;0;1;37,18683333;20,94566667
2013003;203;MUGVA02;6;31;344;X;0;0;X;0;0;1;37,18683333;20,94566667
2013003;203;MUGVA02;5;32;349;X;0;0;X;0;0;1;37,18683333;20,94566667
2013003;203;MUGVA02;4;34;441;X;0;0;X;0;0;1;37,18683333;20,94566667
2013003;203;MULMO01;1;26;190;X;0;0;X;0;0;1;37,18683333;20,94566667
2013003;213;LETLE02;1;33;509;F;2;1;4;15;27;22;37,16233333;20,95816667
2013003;213;LETLE02;2;30;443;M;2;1;4;12;28;22;37,16233333;20,95816667
2013003;214;ACAAC28;1;37;770;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARCS04;1;43;1020;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARCS04;2;44;1020;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARCS04;3;41;880;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARCS13;3;29;300;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARCS13;1;42;1100;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARCS13;2;40;840;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;32;49;780;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;34;40;360;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;35;38;380;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;36;37;290;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;31;49;760;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;33;42;480;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;22;37;300;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;23;46;600;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;24;56;1120;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;25;38;330;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;26;48;700;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;27;57;1090;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;28;38;330;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;1;43;590;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;2;46;660;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;3;46;640;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;4;49;680;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;5;51;750;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;6;43;480;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;7;39;650;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;8;49;670;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;9;48;710;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;10;38;350;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;11;47;670;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;12;48;700;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;13;39;360;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;14;54;910;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;15;37;300;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;16;49;760;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;17;49;760;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;18;46;630;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;19;37;310;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;20;48;720;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;21;48;680;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;29;52;950;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CARSC04;30;49;770;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CHRCH01;12;65;950;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CHRCH01;14;63;810;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CHRCH01;13;63;700;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CHRCH01;1;69;1040;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CHRCH01;2;66;910;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CHRCH01;3;54;470;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CHRCH01;4;71;1080;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CHRCH01;5;61;650;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CHRCH01;6;55;500;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CHRCH01;7;54;540;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CHRCH01;8;69;1060;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CHRCH01;9;68;650;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CHRCH01;10;52;440;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;CHRCH01;11;64;840;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;ECNEC01;1;60;890;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;GERGE02;5;23;140;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;GERGE02;4;27;220;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;GERGE02;2;30;360;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;GERGE02;1;31;390;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;GERGE02;3;26;180;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;LETLE02;2;27;300;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;LETLE02;1;23;200;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;LETLE02;3;23;180;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;LETLE02;4;24;180;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;LETLE02;5;21;180;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;LETLE05;5;30;350;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;LETLE05;6;26;280;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;LETLE05;1;44;930;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;LETLE05;2;37;580;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;LETLE05;3;43;800;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;LETLE05;4;37;560;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;LUTLU06;1;46;1330;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;LUTLU16;1;19;100;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;SIGSI24;1;25;250;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;SIGSI24;2;24;190;X;0;0;X;0;0;2;37,2525;20,7495
2013003;214;SPHSP04;1;65;1440;X;0;0;X;0;0;2;37,2525;20,7495
2013003;215;PODPL07;1;46;1250;X;0;0;X;0;0;90;37,2475;20,73316667
2013003;218;LETLE02;1;35;630;F;2;3;E;4;35;45;37,3205;20,78083333
2013003;218;LUTLU06;1;35;560;F;2;2;E;12;0;45;37,3205;20,78083333
2013003;221;LUTLU06;1;47;1600;F;3;5;E;40;36;33;37,301;20,7755
2013003;224;SEREP07;1;75;6410;X;0;0;X;0;0;50;37,301;20,757
2013003;226;LUTLU06;1;53;2200;F;3;9;E;35;37;25;37,31183333;20,34716667
2013003;228;CARCS04;1;54;1970;X;0;0;X;0;0;12;37,28533333;20,13733333
2013003;228;CARCS13;1;56;2040;X;0;0;X;0;0;12;37,28533333;20,13733333
2013003;229;SCMGY01;1;53;1560;X;0;0;X;0;0;10;37,28516667;20,1445
2013003;229;SCMRA01;1;25;160;X;0;0;X;0;0;10;37,28516667;20,1445
2013003;229;SPHSP09;1;58;840;X;0;0;X;0;0;10;37,28516667;20,1445
2013003;237;ACAAC28;2;39;734;X;0;0;X;0;0;9;37,28616667;20,13983333
2013003;237;ACAAC28;3;38;621;X;0;0;X;0;0;9;37,28616667;20,13983333
2013003;237;ACAAC28;1;37;700;X;0;0;X;0;0;9;37,28616667;20,13983333
2013003;237;LETLE95;1;30;387;X;0;0;X;0;0;9;37,28616667;20,13983333
2013003;237;SERAE01;1;30;499;X;0;0;X;0;0;9;37,28616667;20,13983333
