survey;station;species;sequence;length;weight;sex;maturity;gonadweight;stomachfullness;stomachweight;otolith;bdep;lon;lat
2013002;275;LETLE05;1;38;600;F;5;12;2;17;0;16;37,18116667;20,95416667
2013002;276;HAEPL02;2;46;1260;F;1;0,5;4;21;0;13;37,18116667;20,953
2013002;276;HAEPL02;1;53;1910;M;2;1;2;13;0;13;37,18116667;20,953
2013002;282;ECNEC01;1;65;970;M;3;6;1;45;0;11;37,24583333;20,7505
2013002;284;HAEPL02;1;65;5450;M;1;3;0;18;0;50;37,24133333;20,744
2013002;284;SPAAR01;1;31;450;M;1;0,5;0;4;0;50;37,24133333;20,744
2013002;285;LETLE02;1;29;540;M;1;2;4;15;0;30;37,24316667;20,7385
2013002;285;LETLE02;2;34;570;F;3;10;4;18;0;30;37,24316667;20,7385
2013002;285;LUTLU06;1;42;960;F;2;3;1;28;0;30;37,24316667;20,7385
2013002;285;SEREP17;1;45;1230;M;2;6;0;24;0;30;37,24316667;20,7385
2013002;285;SERPL07;1;67;4030;M;4;34;X;0;0;30;37,24316667;20,7385
2013002;287;LETLE02;1;32;430;M;2;6;0;5;0;14;37,24583333;20,73016667
2013002;289;HAEPL02;1;63;3140;M;2;2;0;17;0;38;37,2525;20,726
2013002;289;LETLE02;5;33;550;F;2;2;4;16;0;38;37,2525;20,726
2013002;289;LETLE02;4;37;710;F;3;4;4;25;0;38;37,2525;20,726
2013002;289;LETLE02;1;39;850;M;2;1;0;3;0;38;37,2525;20,726
2013002;289;LETLE02;2;39;910;F;3;5;4;27;0;38;37,2525;20,726
2013002;289;LETLE02;3;37;750;F;3;3;4;35;0;38;37,2525;20,726
2013002;289;LETLE02;7;26;290;M;1;0,5;4;10;0;38;37,2525;20,726
2013002;289;LETLE02;6;33;550;F;3;3;0;2;0;38;37,2525;20,726
2013002;290;ACAAC15;1;38;590;F;1;0,5;0;12;0;28;37,25416667;20,723
2013002;290;LETLE02;1;39;730;F;2;2;4;24;0;28;37,25416667;20,723
2013002;290;LUTLU06;2;42;1230;M;1;2;4;117;0;28;37,25416667;20,723
2013002;290;LUTLU06;1;49;1770;M;2;4;0;28;0;28;37,25416667;20,723
2013002;290;LUTLU06;3;43;1270;F;2;3;4;50;0;28;37,25416667;20,723
2013002;290;SEREP18;1;54;2290;M;5;54;0;53;0;28;37,25416667;20,723
2013002;290;SERVA01;1;55;1450;M;2;3;0;2;0;28;37,25416667;20,723
2013002;292;CARCS13;1;40;620;F;3;3;4;34;0;10;37,24966667;20,72966667
2013002;292;LUTLU06;2;32;370;M;1;0,5;0;11;0;10;37,24966667;20,72966667
2013002;292;LUTLU06;1;35;520;M;1;0,5;4;43;0;10;37,24966667;20,72966667
2013002;293;SERAE01;2;37;910;M;2;1;1;7;0;13;37,244;20,7595
2013002;293;SERAE01;1;39;860;F;5;21;4;39;0;13;37,244;20,7595
2013002;294;LETLE02;1;36;670;M;1;1;4;20;0;13;37,244;20,7595
2013002;294;LETLE95;1;36;480;M;2;2;0;4;0;13;37,244;20,7595
2013002;294;LUTLU06;1;43;580;F;2;2;0;19;0;13;37,244;20,7595
2013002;295;LETLE29;1;36;560;M;1;0,5;2;13;0;14;37,243;20,765
2013002;295;LETLE29;2;50;1560;F;5;50;0;34;0;14;37,243;20,765
2013002;295;LUTLU06;1;30;430;F;1;0,5;4;23;0;14;37,243;20,765
2013002;301;HOLSA03;1;38;810;M;1;0,5;0;14;0;68;37,351;20,59366667
2013002;302;LUTLU04;1;41;900;M;2;4;0;16;0;40;37,351;20,5925
2013002;309;HOLSA03;1;40;1010;M;2;3;0;22;0;31;37,34233333;20,59866667
2013002;309;SERVA01;1;55;1080;M;1;2;0;15;0;31;37,34233333;20,59866667
2013003;8;LUTLU09;0;68;3490;M;5;25;1;57;2;68;37,22333333;20,00666667
2013003;10;LETLE02;2;30;390;F;2;3;4;14;0;46;37,20833333;20,015
2013003;10;LETLE02;1;32;510;F;2;2;4;28;0;46;37,20833333;20,015
2013003;11;CARCA04;1;65;2590;F;3;9;1;46;0;0;37,20166667;20,02333333
2013003;11;CARCA04;2;64;2570;F;3;8;3;47;0;0;37,20166667;20,02333333
2013003;11;CARCS13;2;44;1000;M;4;13;2;12;0;0;37,20166667;20,02333333
2013003;11;CARCS13;1;49;1180;M;3;6;2;12;0;0;37,20166667;20,02333333
2013003;11;LETLE02;1;27;296;U;0;0;1;3;0;0;37,20166667;20,02333333
2013003;11;LETLE15;2;27;300;F;3;5;1;3;0;0;37,20166667;20,02333333
2013003;11;LETLE15;1;27;291;M;3;3;1;5;0;0;37,20166667;20,02333333
2013003;11;LETLE15;3;26;277;M;5;6;1;3;0;0;37,20166667;20,02333333
2013003;11;SEREP07;1;95;14230;M;6;8;1;280;2;0;37,20166667;20,02333333
2013003;12;LETLE05;2;31;360;F;2;0,5;1;2;0;0;37,20166667;20,02333333
2013003;12;LETLE05;1;32;450;F;2;0,5;1;3;0;0;37,20166667;20,02333333
2013003;12;LETLE13;1;26;370;F;2;0,5;4;16;0;0;37,20166667;20,02333333
2013003;12;LUTLU06;1;27;320;F;2;0,5;4;9;0;0;37,20166667;20,02333333
2013003;13;CARCS13;2;30;330;M;4;6;1;4;0;4,5;37,71966667;18,90816667
2013003;13;CARCS13;1;26;240;M;4;4;1;2;0;4,5;37,71966667;18,90816667
2013003;15;LETLE02;3;35;580;F;2;3;3;5;0;24;37,71283333;18,921
2013003;15;LETLE02;2;33;520;M;2;2;1;6;0;24;37,71283333;18,921
2013003;15;LETLE02;1;33;530;M;2;2;1;5;0;24;37,71283333;18,921
2013003;15;LETLE13;4;28;390;F;3;6;4;26;0;24;37,71283333;18,921
2013003;15;LETLE13;5;29;430;F;3;5;4;21;0;24;37,71283333;18,921
2013003;15;LETLE13;2;26;310;F;3;4;4;18;0;24;37,71283333;18,921
2013003;15;LETLE13;3;28;360;F;4;7;4;20;0;24;37,71283333;18,921
2013003;15;LETLE13;1;26;260;F;2;3;4;18;0;24;37,71283333;18,921
2013003;15;LUTLU06;1;43;1000;F;3;6;1;27;0;24;37,71283333;18,921
2013003;15;LUTLU06;2;44;1150;F;2;0,5;3;25;0;24;37,71283333;18,921
2013003;17;LUTLU06;1;54;2380;F;3;8;3;36;0;29;37,6965;18,93183333
2013003;20;LETLE13;1;36;700;M;1;1;1;10;0;20;37,6685;18,9465
2013003;21;ALBAL01;2;58;950;M;4;6;0;0;0;3;38,16733333;18,8185
2013003;21;ALBAL01;1;59;930;M;4;0;0;0;0;3;38,16733333;18,8185
2013003;21;SHACA24;3;58;1610;M;1;0;4;102;0;3;38,16733333;18,8185
2013003;21;SHACA24;1;52;840;F;1;0;1;22;0;3;38,16733333;18,8185
2013003;21;SHACA24;2;55;860;M;1;0;1;17;0;3;38,16733333;18,8185
2013003;21;SPHSP20;1;56;780;F;2;5;4;30;0;3;38,16733333;18,8185
2013003;22;LETLE13;1;36;840;F;1;0;1;88;0;14;38,149;18,80716667
2013003;22;LETLE29;1;41;820;F;2;4;1;31;0;14;38,149;18,80716667
2013003;32;LUTLU04;2;35;610;F;4;10;2;8;0;17;38,17083333;18,767
2013003;32;LUTLU04;1;38;940;M;4;0;0;14;0;17;38,17083333;18,767
2013003;32;SEREP07;1;73;6000;F;4;68;0;138;0;17;38,17083333;18,767
2013003;36;LUTLU13;1;64;3140;F;6;3;4;70;0;49;38,18433333;18,81916667
2013003;39;LETLE05;1;34;530;M;2;1;3;11;0;52;38,19866667;18,82033333
2013003;49;LETLE05;1;57;2290;F;6;2;4;29;0;11;38,4925;18,738
2013003;49;LUTLU04;2;38;780;M;2;3;1;13;0;11;38,4925;18,738
2013003;49;LUTLU04;1;35;570;M;3;3;1;7;0;11;38,4925;18,738
2013003;49;LUTLU06;1;51;1960;F;6;12;4;85;0;11;38,4925;18,738
2013003;52;ACAAC28;1;43;860;U;0;0;4;9;0;10;38,5065;18,74
2013003;52;ACAAC28;2;39;810;U;0;0;4;7;0;10;38,5065;18,74
2013003;53;HOLSA03;1;37;810;M;2;1;1;16;0;40;38,51016667;18,73916667
2013003;55;LUTLU04;1;37;560;M;1;1;1;9;0;40;38,4995;18,7315
2013003;58;LUTLU04;1;40;850;F;4;5;1;15;0;50;38,48466667;18,7325
2013003;58;LUTLU06;1;65;4080;X;0;0;4;118;0;50;38,48466667;18,7325
2013003;59;LUTLU04;2;41;880;M;3;3;X;0;0;20;38,48116667;18,73466667
2013003;59;LUTLU04;1;32;460;F;3;4;4;22;0;20;38,48116667;18,73466667
2013003;60;LUTLU04;1;40;810;M;6;5;3;11;0;23;38,505;18,74816667
2013003;61;SEREP12;1;71;6640;F;6;9;4;840;0;11;38,509;18,748
2013003;62;HOLSA03;2;37;1110;F;2;0,5;2;18;0;15;38,50066667;18,73933333
2013003;62;LUTLU04;2;35;520;M;3;1;1;7;0;15;38,50066667;18,73933333
2013003;62;LUTLU04;1;32;480;F;4;6;2;9;0;15;38,50066667;18,73933333
2013003;62;LUTLU57;1;41;840;M;2;1;1;11;0;15;38,50066667;18,73933333
2013003;63;ACAAC28;4;40;820;F;2;1;3;10;0;12;38,5;18,74533333
2013003;63;ACAAC28;1;41;860;F;4;8;2;9;0;12;38,5;18,74533333
2013003;63;ACAAC28;2;46;1270;F;5;11;2;10;0;12;38,5;18,74533333
2013003;63;ACAAC28;3;46;1150;M;3;4;3;13;0;12;38,5;18,74533333
2013003;63;SERAP50;1;53;2290;F;6;7;4;102;2;12;38,5;18,74533333
2013003;65;LUTLU04;1;31;500;X;2;5;4;56;0;23;38,50216667;18,74366667
2013003;68;LETLE13;1;34;370;M;2;2;1;7;0;35;38,5115;18,74816667
2013003;68;LUTLU04;1;28;240;X;0;0;X;0;0;35;38,5115;18,74816667
2013003;69;HOLSA03;1;35;620;F;1;2;1;13;0;45;38,51216667;18,74733333
2013003;72;LUTLU57;1;43;880;M;3;2;4;16;0;14;38,4985;18,74533333
2013003;87;CARCA04;1;35;490;F;2;1;1;6;0;21;37,61683333;19,14826667
2013003;87;CARCA04;2;40;760;F;1;1;4;13;0;21;37,61683333;19,14826667
2013003;88;HEMHE01;1;34;140;F;6;1;1;1;0;5;37,61966667;19,15216667
2013003;88;SCAHI02;2;30;370;X;0;0;X;5;0;5;37,61966667;19,15216667
2013003;88;SCAHI02;1;33;410;M;5;4;1;5;0;5;37,61966667;19,15216667
2013003;89;LETLE13;1;34;680;M;1;1;4;42;0;11;37,62366667;19,14116667
2013003;89;LETLE13;2;32;520;F;2;2;4;42;0;11;37,62366667;19,14116667
2013003;93;LUTLU04;1;33;500;M;1;1;2;10;0;30;37,62816667;19,1195
2013003;97;LETLE13;1;31;460;F;3;2;2;11;0;31;37,63983333;19,10133333
2013003;99;HOLSA03;1;34;630;F;2;2;4;49;0;24;37,63016667;19,11733333
2013003;112;LUTLU04;3;37;630;F;4;6;4;46;0;22;37,7025;19,27433333
2013003;112;LUTLU04;1;47;1330;M;5;23;3;67;0;22;37,7025;19,27433333
2013003;112;LUTLU04;2;37;650;F;2;3;2;20;0;22;37,7025;19,27433333
2013003;116;LUTLU18;1;31;460;M;2;1;1;8;0;70;37,70383333;19,247
2013003;116;SPAAR01;1;37;680;M;1;1;2;19;0;70;37,70383333;19,247
2013003;119;CARSC01;1;47;580;M;5;19;1;4;0;12;37,42466667;19,46
2013003;119;CARSC01;2;45;540;M;5;18;1;4;0;12;37,42466667;19,46
2013003;127;CARCA04;3;24;180;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARCA04;4;24;180;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARCA04;2;23;140;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARCA04;1;24;170;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARCS00;1;44;1050;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARCS04;1;33;510;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;38;32;210;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;1;35;260;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;3;34;250;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;4;34,5;230;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;5;38;330;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;6;37;300;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;7;36;270;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;8;40;420;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;9;36;270;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;10;40;380;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;11;38;380;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;12;36;280;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;13;33;220;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;14;36;310;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;15;40;380;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;16;39;370;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;17;33;220;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;18;33;220;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;19;34;260;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;20;31;210;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;21;36;260;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;22;36;320;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;23;41;410;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;24;38;240;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;25;33;240;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;26;40;370;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;27;35;280;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;28;35;220;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;29;35;260;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;30;36;320;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;31;32;240;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;32;35;260;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;33;36;320;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;34;37;320;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;35;35;290;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;36;36;260;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;37;32;220;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;39;33;230;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;40;35;250;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;41;34;210;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;42;36;270;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;43;37;280;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;44;35;300;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;45;36;300;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;46;35;240;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;47;36;250;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;48;34;200;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;49;40;400;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;50;33;220;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;51;34;220;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;52;37;310;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;53;37;300;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;54;35;260;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;55;34;240;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;56;36;260;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;57;36;270;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;58;36;280;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;59;34;250;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;60;35;250;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;61;44;470;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;62;35;260;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;63;34;220;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;64;34;230;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;65;34;290;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;66;34;260;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC01;67;35;230;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CARSC04;1;32;200;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CHRCH01;13;45;280;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CHRCH01;12;51;320;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CHRCH01;11;51;360;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CHRCH01;10;48;330;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CHRCH01;9;61;680;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CHRCH01;8;73;1290;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CHRCH01;7;61;700;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CHRCH01;6;61;740;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CHRCH01;5;61;690;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CHRCH01;4;59;590;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CHRCH01;3;66;1040;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CHRCH01;2;68;1000;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CHRCH01;1;67;1280;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CHRCH01;14;51;280;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;CHRCH01;15;43;220;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;SCMRA01;8;24;130;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;SCMRA01;1;26;220;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;SCMRA01;2;26;190;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;SCMRA01;3;25;160;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;SCMRA01;4;24;160;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;SCMRA01;5;24;160;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;SCMRA01;6;25;180;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;SCMRA01;7;25;190;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;SCMRA01;9;25;160;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;SCMRA01;10;26;210;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;SCMRA01;11;24;150;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;SCMRA01;12;24;130;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;SCMRA01;13;23;120;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;SCMRA01;14;22;110;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;SCMRA01;15;17;40;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;SCMSM02;2;53;740;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;SCMSM02;1;55;910;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;127;SPHSP09;1;48;380;X;0;0;X;0;0;10;37,19216667;20,03383333
2013003;128;CARCA04;1;59;2520;X;0;0;X;0;0;20;37,20216667;20,03016667
2013003;130;LUTLU04;1;32;310;F;1;2;0;5;0;25;37,34333333;20,59716667
2013003;138;LETLE29;1;39;770;X;0;0;X;0;0;17;37,08366667;21,37933333
2013003;140;LETLE02;3;24,5;220;M;2;2;X;1;12;6;37,22816667;20,90183333
2013003;140;LETLE02;1;29;340;F;3;4;1;1;10;6;37,22816667;20,90183333
2013003;140;LETLE02;2;23;280;M;2;1;4;6;11;6;37,22816667;20,90183333
2013003;141;ACAAC28;5;29;400;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;ACAAC28;1;35;640;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;ACAAC28;2;37;690;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;ACAAC28;3;33;510;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;ACAAC28;4;30;360;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;ACAAC28;6;39;1010;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;CARAP02;4;36;450;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;CARAP02;1;34;310;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;CARAP02;3;38;490;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;CARAP02;2;36;440;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;CARCS02;1;33;450;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;CARCS04;1;46;1150;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;CARSC04;1;38;320;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;CHRCH01;2;65;840;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;CHRCH01;1;58;660;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;CHRCH01;3;67;890;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;CHRCH01;4;67;990;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;ECNEC01;1;65;990;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;GERGE02;1;26;210;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;GERGE02;3;27;220;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;GERGE02;2;29;260;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;LETGY05;3;20;100;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;LETGY05;1;21;140;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;LETGY05;2;22;150;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;LETLE02;9;22;150;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;LETLE02;3;26;250;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;LETLE02;4;24;210;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;LETLE02;5;27;260;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;LETLE02;6;23;180;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;LETLE02;1;27;270;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;LETLE02;2;26;210;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;LETLE02;10;27;290;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;LETLE02;11;25;250;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;LETLE02;12;25;210;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;LETLE02;13;26;270;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;LETLE02;14;27;320;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;LETLE02;7;26;270;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;LETLE02;8;26;260;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;LETLE05;2;34;470;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;LETLE05;4;30;360;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;LETLE05;5;31;360;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;LETLE05;6;26;190;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;LETLE05;7;22;120;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;LETLE05;1;36;560;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;LETLE05;3;28;220;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;SCMRA01;3;23;150;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;SCMRA01;4;21;100;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;SCMRA01;1;27;220;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;SCMRA01;2;24;140;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;SPHSP20;2;63;860;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;141;SPHSP20;1;62;900;X;0;0;X;0;0;6;37,22816667;20,90183333
2013003;142;ACAAC33;2;17;61;X;0;0;X;0;0;1;37,2575;20,9045
2013003;142;ACAAC33;1;17;70;X;0;0;X;0;0;1;37,2575;20,9045
2013003;142;BELTY03;1;70;570;X;0;0;X;0;0;1;37,2575;20,9045
2013003;142;CARCS04;1;43;970;X;0;0;X;0;0;1;37,2575;20,9045
2013003;142;LETGY05;1;22;150;X;0;0;X;0;0;1;37,2575;20,9045
2013003;142;LETLE15;1;27;300;X;0;0;X;0;0;1;37,2575;20,9045
2013003;142;LETLE15;2;27;290;X;0;0;X;0;0;1;37,2575;20,9045
2013003;142;LUTLU18;2;19;112;X;0;0;X;0;0;1;37,2575;20,9045
2013003;142;LUTLU18;3;20;124;X;0;0;X;0;0;1;37,2575;20,9045
2013003;142;LUTLU18;1;21;130;X;0;0;X;0;0;1;37,2575;20,9045
2013003;142;LUTLU57;1;23;165;X;0;0;X;0;0;1;37,2575;20,9045
2013003;142;SIGSI24;5;19,5;105;X;0;0;X;0;0;1;37,2575;20,9045
2013003;142;SIGSI24;1;21,5;140;X;0;0;X;0;0;1;37,2575;20,9045
2013003;142;SIGSI24;2;24;200;X;0;0;X;0;0;1;37,2575;20,9045
2013003;142;SIGSI24;3;25,5;240;X;0;0;X;0;0;1;37,2575;20,9045
2013003;142;SIGSI24;4;20;115;X;0;0;X;0;0;1;37,2575;20,9045
2013003;143;LETLE02;1;35;630;F;1;1;E;4;0;26;37,255;20,90116667
2013003;143;LETLE02;2;33;500;F;1;1;E;4;0;26;37,255;20,90116667
2013003;149;ACAAC28;1;39;740;X;0;0;X;0;0;22;37,21683333;20,87433333
2013003;151;BALBT01;1;16;100;X;0;0;X;0;0;75;37,2095;20,8845
2013003;153;CARCS13;1;38;723;X;0;0;X;0;0;40;37,32016667;21,00333333
2013003;153;LUTLU04;1;30;461;F;3;6;2;7;14;40;37,32016667;21,00333333
2013003;153;LUTLU06;1;45;1164;F;2;2;E;18;13;40;37,32016667;21,00333333
